"","STATEFP","COUNTYFP","COUNAME","STNAME","POPULATION","LATITUDE","LONGITUDE"
"788",18,181,"White","Indiana",24643,40.755698,-86.810306
"789",18,183,"Whitley","Indiana",33292,41.163144,-85.47848
"790",19,1,"Adair","Iowa",7682,41.344629,-94.479157
"791",19,3,"Adams","Iowa",4029,41.006693,-94.709635
"792",19,5,"Allamakee","Iowa",14330,43.25705,-91.417115
"793",19,7,"Appanoose","Iowa",12887,40.739836,-92.867034
"794",19,9,"Audubon","Iowa",6119,41.676829,-94.925302
"795",19,11,"Benton","Iowa",26076,42.06222,-92.017478
"796",19,13,"Black Hawk","Iowa",131090,42.490851,-92.370013
"797",19,15,"Boone","Iowa",26306,42.026494,-93.895155
"798",19,17,"Bremer","Iowa",24276,42.743058,-92.376967
"799",19,19,"Buchanan","Iowa",20958,42.486957,-91.901041
"800",19,21,"Buena Vista","Iowa",20260,42.679153,-95.181444
"801",19,23,"Butler","Iowa",14867,42.707538,-92.758692
"802",19,25,"Calhoun","Iowa",9670,42.400162,-94.625331
"803",19,27,"Carroll","Iowa",20816,42.038571,-94.867634
"804",19,29,"Cass","Iowa",13956,41.365898,-94.979466
"805",19,31,"Cedar","Iowa",18499,41.757883,-91.137388
"806",19,33,"Cerro Gordo","Iowa",44151,43.135116,-93.246222
"807",19,35,"Cherokee","Iowa",12072,42.749288,-95.593937
"808",19,37,"Chickasaw","Iowa",12439,43.038059,-92.344319
"809",19,39,"Clarke","Iowa",9286,41.036835,-93.78126
"810",19,41,"Clay","Iowa",16667,43.127315,-95.159571
"811",19,43,"Clayton","Iowa",18129,42.860097,-91.322919
"812",19,45,"Clinton","Iowa",49116,41.852707,-90.335737
"813",19,47,"Crawford","Iowa",17096,42.027366,-95.358454
"814",19,49,"Dallas","Iowa",66135,41.645223,-93.923368
"815",19,51,"Davis","Iowa",8753,40.765097,-92.415821
"816",19,53,"Decatur","Iowa",8457,40.71001,-93.821366
"817",19,55,"Delaware","Iowa",17764,42.482434,-91.383342
"818",19,57,"Des Moines","Iowa",40325,40.833525,-91.141489
"819",19,59,"Dickinson","Iowa",16667,43.389624,-95.133548
"820",19,61,"Dubuque","Iowa",93653,42.493726,-90.759915
"821",19,63,"Emmet","Iowa",10302,43.394425,-94.75499
"822",19,65,"Fayette","Iowa",20880,42.820385,-91.855375
"823",19,67,"Floyd","Iowa",16303,43.074625,-92.75233
"824",19,69,"Franklin","Iowa",10680,42.755202,-93.240318
"825",19,71,"Fremont","Iowa",7441,40.747942,-95.623322
"826",19,73,"Greene","Iowa",9336,42.029792,-94.375962
"827",19,75,"Grundy","Iowa",12453,42.380262,-92.748284
"828",19,77,"Guthrie","Iowa",10954,41.669446,-94.431251
"829",19,79,"Hamilton","Iowa",15673,42.407552,-93.766985
"830",19,81,"Hancock","Iowa",11341,43.092013,-93.705072
"831",19,83,"Hardin","Iowa",17534,42.436775,-93.215799
"832",19,85,"Harrison","Iowa",14928,41.662391,-95.807433
"833",19,87,"Henry","Iowa",20145,40.981343,-91.537058
"834",19,89,"Howard","Iowa",9566,43.361616,-92.231027
"835",19,91,"Humboldt","Iowa",9815,42.74679,-94.215551
"836",19,93,"Ida","Iowa",7089,42.391343,-95.504381
"837",19,95,"Iowa","Iowa",16355,41.702615,-92.039923
"838",19,97,"Jackson","Iowa",19848,42.139283,-90.566782
"839",19,99,"Jasper","Iowa",36842,41.678374,-93.070038
"840",19,101,"Jefferson","Iowa",16843,41.013171,-91.964603
"841",19,103,"Johnson","Iowa",130882,41.679755,-91.55831
"842",19,105,"Jones","Iowa",20638,42.136467,-91.198513
"843",19,107,"Keokuk","Iowa",10511,41.325439,-92.17499
"844",19,109,"Kossuth","Iowa",15543,43.147016,-94.22057
"845",19,111,"Lee","Iowa",35862,40.55857,-91.396226
"846",19,113,"Linn","Iowa",211226,42.009607,-91.647251
"847",19,115,"Louisa","Iowa",11387,41.22579,-91.259929
"848",19,117,"Lucas","Iowa",8898,41.021148,-93.313045
"849",19,119,"Lyon","Iowa",11581,43.385265,-96.218544
"850",19,121,"Madison","Iowa",15679,41.347064,-93.989405
"851",19,123,"Mahaska","Iowa",22381,41.31208,-92.641016
"852",19,125,"Marion","Iowa",33309,41.35483,-93.04269
"853",19,127,"Marshall","Iowa",40648,42.031353,-92.938421
"854",19,129,"Mills","Iowa",15059,41.04967,-95.695267
"855",19,131,"Mitchell","Iowa",10776,43.336257,-92.803247
"856",19,133,"Monona","Iowa",9243,42.063026,-95.985135
"857",19,135,"Monroe","Iowa",7970,41.035615,-92.827682
"858",19,137,"Montgomery","Iowa",10740,41.008619,-95.167995
"859",19,139,"Muscatine","Iowa",42745,41.464065,-91.078997
"860",19,141,"O'Brien","Iowa",14398,43.126413,-95.690881
"861",19,143,"Osceola","Iowa",6462,43.38638,-95.680373
"862",19,145,"Page","Iowa",15932,40.747616,-95.188476
"863",19,147,"Palo Alto","Iowa",9421,43.099878,-94.690212
"864",19,149,"Plymouth","Iowa",24986,42.747907,-96.203431
"865",19,151,"Pocahontas","Iowa",7310,42.745402,-94.700868
"866",19,153,"Polk","Iowa",430640,41.623296,-93.641654
"867",19,155,"Pottawattamie","Iowa",93158,41.278533,-95.79515
"868",19,157,"Poweshiek","Iowa",18914,41.709953,-92.620663
"869",19,159,"Ringgold","Iowa",5131,40.733763,-94.23852
"870",19,161,"Sac","Iowa",10350,42.375805,-95.088801
"871",19,163,"Scott","Iowa",165224,41.563153,-90.567812
"872",19,165,"Shelby","Iowa",12167,41.665153,-95.320336
"873",19,167,"Sioux","Iowa",33704,43.079825,-96.16727
"874",19,169,"Story","Iowa",89542,42.026371,-93.601827
"875",19,171,"Tama","Iowa",17767,42.065599,-92.542587
"876",19,173,"Taylor","Iowa",6317,40.755364,-94.673438
"877",19,175,"Union","Iowa",12534,41.053083,-94.318925
"878",19,177,"Van Buren","Iowa",7570,40.745557,-91.939134
"879",19,179,"Wapello","Iowa",35625,41.016218,-92.418385
"880",19,181,"Warren","Iowa",46225,41.400885,-93.588243
"881",19,183,"Washington","Iowa",21704,41.361978,-91.695465
"882",19,185,"Wayne","Iowa",6403,40.740054,-93.312926
"883",19,187,"Webster","Iowa",38013,42.480374,-94.179066
"884",19,189,"Winnebago","Iowa",10866,43.34288,-93.667031
"885",19,191,"Winneshiek","Iowa",21056,43.281284,-91.814375
"886",19,193,"Woodbury","Iowa",102172,42.483225,-96.344174
"887",19,195,"Worth","Iowa",7598,43.36654,-93.252258
"888",19,197,"Wright","Iowa",13229,42.732195,-93.755488
"889",20,1,"Allen","Kansas",13371,37.896584,-95.367053
"890",20,3,"Anderson","Kansas",8102,38.250112,-95.264386
"891",20,5,"Atchison","Kansas",16924,39.555583,-95.181488
"892",20,7,"Barber","Kansas",4861,37.212182,-98.557384
"893",20,9,"Barton","Kansas",27674,38.394738,-98.757739
"894",20,11,"Bourbon","Kansas",15173,37.845557,-94.749443
"895",20,13,"Brown","Kansas",9984,39.801273,-95.550384
"896",20,15,"Butler","Kansas",65880,37.727135,-96.989771
"897",20,17,"Chase","Kansas",2790,38.358336,-96.559378
"898",20,19,"Chautauqua","Kansas",3669,37.111002,-96.231466
"899",20,21,"Cherokee","Kansas",21603,37.115229,-94.755079
"900",20,23,"Cheyenne","Kansas",2726,39.768136,-101.738994
"901",20,25,"Clark","Kansas",2215,37.290453,-99.873033
"902",20,27,"Clay","Kansas",8535,39.356195,-97.12257
"903",20,29,"Cloud","Kansas",9533,39.53395,-97.637247
"904",20,31,"Coffey","Kansas",8601,38.247657,-95.739982
"905",20,33,"Comanche","Kansas",1891,37.23627,-99.365215
"906",20,35,"Cowley","Kansas",36311,37.174285,-96.997786
"907",20,37,"Crawford","Kansas",39134,37.439934,-94.731394
"908",20,39,"Decatur","Kansas",2961,39.804329,-100.490859
"909",20,41,"Dickinson","Kansas",19754,38.881314,-97.149128
"910",20,43,"Doniphan","Kansas",7945,39.788642,-95.07501
"911",20,45,"Douglas","Kansas",110826,38.941783,-95.251337
"912",20,47,"Edwards","Kansas",3037,37.914412,-99.354911
"913",20,49,"Elk","Kansas",2882,37.421638,-96.236702
"914",20,51,"Ellis","Kansas",28452,38.88156,-99.32999
"915",20,53,"Ellsworth","Kansas",6497,38.721016,-98.262851
"916",20,55,"Finney","Kansas",36776,37.97733,-100.86582
"917",20,57,"Ford","Kansas",33848,37.751112,-99.994842
"918",20,59,"Franklin","Kansas",25992,38.602731,-95.260071
"919",20,61,"Geary","Kansas",34362,39.03865,-96.83925
"920",20,63,"Gove","Kansas",2695,39.047631,-100.374241
"921",20,65,"Graham","Kansas",2597,39.359746,-99.857852
"922",20,67,"Grant","Kansas",7829,37.580306,-101.34973
"923",20,69,"Gray","Kansas",6006,37.726577,-100.412964
"924",20,71,"Greeley","Kansas",1247,38.487089,-101.763211
"925",20,73,"Greenwood","Kansas",6689,37.85753,-96.226569
"926",20,75,"Hamilton","Kansas",2690,37.979185,-101.76766
"927",20,77,"Harper","Kansas",6034,37.215092,-98.051218
"928",20,79,"Harvey","Kansas",34684,38.047085,-97.385273
"929",20,81,"Haskell","Kansas",4256,37.500029,-100.89411
"930",20,83,"Hodgeman","Kansas",1916,38.083504,-99.867564
"931",20,85,"Jackson","Kansas",13462,39.400924,-95.751346
"932",20,87,"Jefferson","Kansas",19126,39.210891,-95.397856
"933",20,89,"Jewell","Kansas",3077,39.775457,-98.201227
"934",20,91,"Johnson","Kansas",544179,38.928049,-94.737132
"935",20,93,"Kearny","Kansas",3977,37.954211,-101.237967
"936",20,95,"Kingman","Kansas",7858,37.608437,-98.097712
"937",20,97,"Kiowa","Kansas",2553,37.598711,-99.257059
"938",20,99,"Labette","Kansas",21607,37.258236,-95.260544
"939",20,101,"Lane","Kansas",1750,38.503002,-100.487778
"940",20,103,"Leavenworth","Kansas",76227,39.238518,-94.959302
"941",20,105,"Lincoln","Kansas",3241,39.036065,-98.175271
"942",20,107,"Linn","Kansas",9656,38.237359,-94.801632
"943",20,109,"Logan","Kansas",2756,39.098288,-100.925261
"944",20,111,"Lyon","Kansas",33690,38.416154,-96.179779
"945",20,113,"McPherson","Kansas",29180,38.381163,-97.647603
"946",20,115,"Marion","Kansas",12660,38.326437,-97.124507
"947",20,117,"Marshall","Kansas",10117,39.800028,-96.573612
"948",20,119,"Meade","Kansas",4575,37.292089,-100.394216
"949",20,121,"Miami","Kansas",32787,38.590405,-94.836385
"950",20,123,"Mitchell","Kansas",6373,39.454968,-98.174198
"951",20,125,"Montgomery","Kansas",35471,37.139982,-95.695334
"952",20,127,"Morris","Kansas",5923,38.698154,-96.588826
"953",20,129,"Morton","Kansas",3233,37.047093,-101.838333
"954",20,131,"Nemaha","Kansas",10178,39.829915,-95.962628
"955",20,133,"Neosho","Kansas",16512,37.624963,-95.39482
"956",20,135,"Ness","Kansas",3107,38.492429,-99.898826
"957",20,137,"Norton","Kansas",5671,39.820601,-99.878289
"958",20,139,"Osage","Kansas",16295,38.698945,-95.711621
"959",20,141,"Osborne","Kansas",3858,39.424792,-98.707572
"960",20,143,"Ottawa","Kansas",6091,39.096434,-97.681833
"961",20,145,"Pawnee","Kansas",6973,38.178541,-99.147286
"962",20,147,"Phillips","Kansas",5642,39.757048,-99.349355
"963",20,149,"Pottawatomie","Kansas",21604,39.258473,-96.316121
"964",20,151,"Pratt","Kansas",9656,37.645065,-98.731177
"965",20,153,"Rawlins","Kansas",2519,39.807807,-101.053756
"966",20,155,"Reno","Kansas",64511,38.050915,-97.933041
"967",20,157,"Republic","Kansas",4980,39.818188,-97.659183
"968",20,159,"Rice","Kansas",10083,38.321963,-98.201028
"969",20,161,"Riley","Kansas",71115,39.189473,-96.633015
"970",20,163,"Rooks","Kansas",5181,39.314266,-99.316791
"971",20,165,"Rush","Kansas",3307,38.525797,-99.283593
"972",20,167,"Russell","Kansas",6970,38.904508,-98.824959
"973",20,169,"Saline","Kansas",55606,38.815777,-97.606733
"974",20,171,"Scott","Kansas",4936,38.482303,-100.913605
"975",20,173,"Sedgwick","Kansas",498365,37.678808,-97.344603
"976",20,175,"Seward","Kansas",22952,37.052196,-100.9161
"977",20,177,"Shawnee","Kansas",177934,39.035591,-95.705467
"978",20,179,"Sheridan","Kansas",2556,39.36791,-100.467964
"979",20,181,"Sherman","Kansas",6010,39.349294,-101.726283
"980",20,183,"Smith","Kansas",3853,39.770675,-98.809623
"981",20,185,"Stafford","Kansas",4437,38.00686,-98.736685
"982",20,187,"Stanton","Kansas",2235,37.566267,-101.756238
"983",20,189,"Stevens","Kansas",5724,37.190103,-101.322335
"984",20,191,"Sumner","Kansas",24132,37.304076,-97.406852
"985",20,193,"Thomas","Kansas",7900,39.38443,-101.04619
"986",20,195,"Trego","Kansas",3001,39.004452,-99.881979
"987",20,197,"Wabaunsee","Kansas",7053,38.984769,-96.177572
"988",20,199,"Wallace","Kansas",1485,38.888589,-101.765288
"989",20,201,"Washington","Kansas",5799,39.782029,-97.054087
"990",20,203,"Wichita","Kansas",2234,38.494297,-101.349386
"991",20,205,"Wilson","Kansas",9409,37.512574,-95.741217
"992",20,207,"Woodson","Kansas",3309,37.8733,-95.739522
"993",20,209,"Wyandotte","Kansas",157505,39.104143,-94.707937
"994",21,1,"Adair","Kentucky",18656,37.107756,-85.279096
"995",21,3,"Allen","Kentucky",19956,36.747908,-86.208056
"996",21,5,"Anderson","Kentucky",21421,38.028088,-84.923071
"997",21,7,"Ballard","Kentucky",8249,37.04421,-88.97886
"998",21,9,"Barren","Kentucky",42173,36.996774,-85.931813
"999",21,11,"Bath","Kentucky",11591,38.139441,-83.73656
"1000",21,13,"Bell","Kentucky",28691,36.687928,-83.701396
"1001",21,15,"Boone","Kentucky",118811,38.9871,-84.679715
"1002",21,17,"Bourbon","Kentucky",19985,38.202978,-84.246611
"1003",21,19,"Boyd","Kentucky",49542,38.431905,-82.666548
"1004",21,21,"Boyle","Kentucky",28432,37.635777,-84.799493
"1005",21,23,"Bracken","Kentucky",8488,38.702562,-84.070088
"1006",21,25,"Breathitt","Kentucky",13878,37.520092,-83.37768
"1007",21,27,"Breckinridge","Kentucky",20059,37.770382,-86.410471
"1008",21,29,"Bullitt","Kentucky",74319,38.022943,-85.655385
"1009",21,31,"Butler","Kentucky",12690,37.218921,-86.680574
"1010",21,33,"Caldwell","Kentucky",12984,37.127446,-87.87922
"1011",21,35,"Calloway","Kentucky",37191,36.620185,-88.305814
"1012",21,37,"Campbell","Kentucky",90336,39.035049,-84.44141
"1013",21,39,"Carlisle","Kentucky",5104,36.854337,-88.94788
"1014",21,41,"Carroll","Kentucky",10811,38.668554,-85.139328
"1015",21,43,"Carter","Kentucky",27720,38.313503,-83.03816
"1016",21,45,"Casey","Kentucky",15955,37.303319,-84.924168
"1017",21,47,"Christian","Kentucky",73955,36.810955,-87.478173
"1018",21,49,"Clark","Kentucky",35613,37.986825,-84.182232
"1019",21,51,"Clay","Kentucky",21730,37.169598,-83.746759
"1020",21,53,"Clinton","Kentucky",10272,36.713992,-85.135223
"1021",21,55,"Crittenden","Kentucky",9315,37.332496,-88.095078
"1022",21,57,"Cumberland","Kentucky",6856,36.778888,-85.389079
"1023",21,59,"Daviess","Kentucky",96656,37.747732,-87.094971
"1024",21,61,"Edmonson","Kentucky",12161,37.196775,-86.255277
"1025",21,63,"Elliott","Kentucky",7852,38.122128,-83.106515
"1026",21,65,"Estill","Kentucky",14672,37.706277,-83.988899
"1027",21,67,"Fayette","Kentucky",295803,38.020523,-84.496639
"1028",21,69,"Fleming","Kentucky",14348,38.388567,-83.708286
"1029",21,71,"Floyd","Kentucky",39451,37.552299,-82.738526
"1030",21,73,"Franklin","Kentucky",49285,38.196045,-84.867592
"1031",21,75,"Fulton","Kentucky",6813,36.538176,-89.035017
"1032",21,77,"Gallatin","Kentucky",8589,38.764401,-84.842979
"1033",21,79,"Garrard","Kentucky",16912,37.649333,-84.575557
"1034",21,81,"Grant","Kentucky",24662,38.688104,-84.602069
"1035",21,83,"Graves","Kentucky",37121,36.741213,-88.650362
"1036",21,85,"Grayson","Kentucky",25746,37.46909,-86.306723
"1037",21,87,"Green","Kentucky",11258,37.265597,-85.538944
"1038",21,89,"Greenup","Kentucky",36910,38.555431,-82.812206
"1039",21,91,"Hancock","Kentucky",8565,37.868017,-86.804762
"1040",21,93,"Hardin","Kentucky",105543,37.746047,-85.917039
"1041",21,95,"Harlan","Kentucky",29278,36.865625,-83.232825
"1042",21,97,"Harrison","Kentucky",18846,38.415966,-84.314823
"1043",21,99,"Hart","Kentucky",18199,37.278157,-85.885789
"1044",21,101,"Henderson","Kentucky",46250,37.818482,-87.564405
"1045",21,103,"Henry","Kentucky",15416,38.431904,-85.179495
"1046",21,105,"Hickman","Kentucky",4902,36.666725,-88.959953
"1047",21,107,"Hopkins","Kentucky",46920,37.305866,-87.523154
"1048",21,109,"Jackson","Kentucky",13494,37.402802,-83.99368
"1049",21,111,"Jefferson","Kentucky",741096,38.201775,-85.691832
"1050",21,113,"Jessamine","Kentucky",48586,37.884455,-84.587046
"1051",21,115,"Johnson","Kentucky",23356,37.829598,-82.813992
"1052",21,117,"Kenton","Kentucky",159720,39.01319,-84.548581
"1053",21,119,"Knott","Kentucky",16346,37.32759,-82.940555
"1054",21,121,"Knox","Kentucky",31883,36.901584,-83.915231
"1055",21,123,"Larue","Kentucky",14193,37.544796,-85.723408
"1056",21,125,"Laurel","Kentucky",58849,37.091397,-84.087834
"1057",21,127,"Lawrence","Kentucky",15860,38.078995,-82.681643
"1058",21,129,"Lee","Kentucky",7887,37.591773,-83.701692
"1059",21,131,"Leslie","Kentucky",11310,37.115255,-83.37635
"1060",21,133,"Letcher","Kentucky",24519,37.14583,-82.807173
"1061",21,135,"Lewis","Kentucky",13870,38.562531,-83.347091
"1062",21,137,"Lincoln","Kentucky",24742,37.473121,-84.669872
"1063",21,139,"Livingston","Kentucky",9519,37.135813,-88.350899
"1064",21,141,"Logan","Kentucky",26835,36.85949,-86.865922
"1065",21,143,"Lyon","Kentucky",8314,37.060704,-88.079778
"1066",21,145,"McCracken","Kentucky",65565,37.048079,-88.648273
"1067",21,147,"McCreary","Kentucky",18306,36.715761,-84.446083
"1068",21,149,"McLean","Kentucky",9531,37.513232,-87.219315
"1069",21,151,"Madison","Kentucky",82916,37.70616,-84.287451
"1070",21,153,"Magoffin","Kentucky",13333,37.729816,-83.056234
"1071",21,155,"Marion","Kentucky",19820,37.569587,-85.287195
"1072",21,157,"Marshall","Kentucky",31448,36.898302,-88.339329
"1073",21,159,"Martin","Kentucky",12929,37.830545,-82.51692
"1074",21,161,"Mason","Kentucky",17490,38.616398,-83.788535
"1075",21,163,"Meade","Kentucky",28602,37.934298,-86.132811
"1076",21,165,"Menifee","Kentucky",6306,37.939449,-83.598399
"1077",21,167,"Mercer","Kentucky",21331,37.785009,-84.849691
"1078",21,169,"Metcalfe","Kentucky",10099,36.990816,-85.641586
"1079",21,171,"Monroe","Kentucky",10963,36.708328,-85.729921
"1080",21,173,"Montgomery","Kentucky",26499,38.035773,-83.917436
"1081",21,175,"Morgan","Kentucky",13923,37.91274,-83.266566
"1082",21,177,"Muhlenberg","Kentucky",31499,37.23809,-87.14704
"1083",21,179,"Nelson","Kentucky",43437,37.818018,-85.460371
"1084",21,181,"Nicholas","Kentucky",7135,38.327655,-84.023779
"1085",21,183,"Ohio","Kentucky",23842,37.465058,-86.864293
"1086",21,185,"Oldham","Kentucky",60316,38.372848,-85.459538
"1087",21,187,"Owen","Kentucky",10841,38.531935,-84.831925
"1088",21,189,"Owsley","Kentucky",4755,37.452097,-83.684099
"1089",21,191,"Pendleton","Kentucky",14877,38.715798,-84.359742
"1090",21,193,"Perry","Kentucky",28712,37.257625,-83.20106
"1091",21,195,"Pike","Kentucky",65024,37.463505,-82.420659
"1092",21,197,"Powell","Kentucky",12613,37.852293,-83.88113
"1093",21,199,"Pulaski","Kentucky",63063,37.092819,-84.614645
"1094",21,201,"Robertson","Kentucky",2282,38.520826,-84.048848
"1095",21,203,"Rockcastle","Kentucky",17056,37.381612,-84.348396
"1096",21,205,"Rowan","Kentucky",23333,38.194616,-83.442318
"1097",21,207,"Russell","Kentucky",17565,37.029336,-85.05932
"1098",21,209,"Scott","Kentucky",47173,38.231691,-84.570575
"1099",21,211,"Shelby","Kentucky",42074,38.213513,-85.230241
"1100",21,213,"Simpson","Kentucky",17327,36.733285,-86.572109
"1101",21,215,"Spencer","Kentucky",17061,38.059721,-85.350915
"1102",21,217,"Taylor","Kentucky",24512,37.350402,-85.343425
"1103",21,219,"Todd","Kentucky",12460,36.81176,-87.171454
"1104",21,221,"Trigg","Kentucky",14339,36.847047,-87.836202
"1105",21,223,"Trimble","Kentucky",8809,38.620698,-85.332526
"1106",21,225,"Union","Kentucky",15007,37.653315,-87.926958
"1107",21,227,"Warren","Kentucky",113792,36.970396,-86.434563
"1108",21,229,"Washington","Kentucky",11717,37.738655,-85.190875
"1109",21,231,"Wayne","Kentucky",20813,36.837888,-84.844614
"1110",21,233,"Webster","Kentucky",13621,37.499711,-87.687044
"1111",21,235,"Whitley","Kentucky",35637,36.809692,-84.140995
"1112",21,237,"Wolfe","Kentucky",7355,37.740622,-83.510902
"1113",21,239,"Woodford","Kentucky",24939,38.050068,-84.727271
"1114",22,1,"Acadia","Louisiana",61773,30.278555,-92.351799
"1115",22,3,"Allen","Louisiana",25764,30.669387,-92.774458
"1116",22,5,"Ascension","Louisiana",107215,30.248525,-90.934028
"1117",22,7,"Assumption","Louisiana",23421,29.922957,-91.06645
"1118",22,9,"Avoyelles","Louisiana",42073,31.053586,-92.062566
"1119",22,11,"Beauregard","Louisiana",35654,30.733885,-93.287136
"1120",22,13,"Bienville","Louisiana",14353,32.388898,-93.080261
"1121",22,15,"Bossier","Louisiana",116979,32.555697,-93.656675
"1122",22,17,"Caddo","Louisiana",254969,32.472074,-93.800831
"1123",22,19,"Calcasieu","Louisiana",192768,30.227531,-93.261485
"1124",22,21,"Caldwell","Louisiana",10132,32.078215,-92.103757
"1125",22,23,"Cameron","Louisiana",6839,29.956693,-93.212142
"1126",22,25,"Catahoula","Louisiana",10407,31.696936,-91.824471
"1127",22,27,"Claiborne","Louisiana",17195,32.833682,-93.03306
"1128",22,29,"Concordia","Louisiana",20822,31.592783,-91.545991
"1129",22,31,"De Soto","Louisiana",26656,32.10498,-93.776734
"1130",22,33,"East Baton Rouge","Louisiana",440171,30.462492,-91.100943
"1131",22,35,"East Carroll","Louisiana",7759,32.770972,-91.19516
"1132",22,37,"East Feliciana","Louisiana",20267,30.826843,-91.089224
"1133",22,39,"Evangeline","Louisiana",33984,30.685722,-92.362231
"1134",22,41,"Franklin","Louisiana",20767,32.143813,-91.696268
"1135",22,43,"Grant","Louisiana",22309,31.534149,-92.542816
"1136",22,45,"Iberia","Louisiana",73240,29.994199,-91.810231
"1137",22,47,"Iberville","Louisiana",33387,30.272099,-91.234302
"1138",22,49,"Jackson","Louisiana",16274,32.280659,-92.646015
"1139",22,51,"Jefferson","Louisiana",432552,29.945261,-90.153175
"1140",22,53,"Jefferson Davis","Louisiana",31594,30.240194,-92.738028
"1141",22,55,"Lafayette","Louisiana",221578,30.205215,-92.043759
"1142",22,57,"Lafourche","Louisiana",96318,29.679993,-90.615099
"1143",22,59,"La Salle","Louisiana",14890,31.730558,-92.172553
"1144",22,61,"Lincoln","Louisiana",46735,32.549258,-92.64793
"1145",22,63,"Livingston","Louisiana",128026,30.483388,-90.840765
"1146",22,65,"Madison","Louisiana",12093,32.397648,-91.196834
"1147",22,67,"Morehouse","Louisiana",27979,32.786393,-91.886161
"1148",22,69,"Natchitoches","Louisiana",39566,31.759482,-93.097361
"1149",22,71,"Orleans","Louisiana",343829,29.972699,-90.05284
"1150",22,73,"Ouachita","Louisiana",153720,32.514346,-92.129634
"1151",22,75,"Plaquemines","Louisiana",23042,29.72176,-89.90076
"1152",22,77,"Pointe Coupee","Louisiana",22802,30.67107,-91.50006
"1153",22,79,"Rapides","Louisiana",131613,31.28458,-92.457473
"1154",22,81,"Red River","Louisiana",9091,32.054629,-93.307602
"1155",22,83,"Richland","Louisiana",20725,32.441085,-91.714756
"1156",22,85,"Sabine","Louisiana",24233,31.581882,-93.566643
"1157",22,87,"St. Bernard","Louisiana",35897,29.928239,-89.934425
"1158",22,89,"St. Charles","Louisiana",52780,29.939397,-90.376773
"1159",22,91,"St. Helena","Louisiana",11203,30.788338,-90.693879
"1160",22,93,"St. James","Louisiana",22102,30.020769,-90.737207
"1161",22,95,"St. John the Baptist","Louisiana",45924,30.071497,-90.513417
"1162",22,97,"St. Landry","Louisiana",83384,30.514029,-92.111314
"1163",22,99,"St. Martin","Louisiana",52160,30.229052,-91.835169
"1164",22,101,"St. Mary","Louisiana",54650,29.740593,-91.344782
"1165",22,103,"St. Tammany","Louisiana",233740,30.383308,-89.948329
"1166",22,105,"Tangipahoa","Louisiana",121097,30.571611,-90.455513
"1167",22,107,"Tensas","Louisiana",5252,31.964792,-91.297084
"1168",22,109,"Terrebonne","Louisiana",111860,29.592812,-90.722239
"1169",22,111,"Union","Louisiana",22721,32.794504,-92.404307
"1170",22,113,"Vermilion","Louisiana",57999,29.993689,-92.165923
"1171",22,115,"Vernon","Louisiana",52334,31.094949,-93.245823
"1172",22,117,"Washington","Louisiana",47168,30.835918,-89.996174
"1173",22,119,"Webster","Louisiana",41207,32.7001,-93.340925
"1174",22,121,"West Baton Rouge","Louisiana",23788,30.443957,-91.264463
"1175",22,123,"West Carroll","Louisiana",11604,32.816551,-91.431802
"1176",22,125,"West Feliciana","Louisiana",15625,30.893607,-91.404737
"1177",22,127,"Winn","Louisiana",15313,31.929892,-92.676588
"1178",23,1,"Androscoggin","Maine",107702,44.119069,-70.201312
"1179",23,3,"Aroostook","Maine",71870,46.705048,-68.086628
"1180",23,5,"Cumberland","Maine",281674,43.748088,-70.305589
"1181",23,7,"Franklin","Maine",30768,44.70749,-70.225634
"1182",23,9,"Hancock","Maine",54418,44.471475,-68.467743
"1183",23,11,"Kennebec","Maine",122151,44.396102,-69.749178
"1184",23,13,"Knox","Maine",39736,44.129786,-69.162849
"1185",23,15,"Lincoln","Maine",34457,44.032332,-69.555057
"1186",23,17,"Oxford","Maine",57833,44.28237,-70.61336
"1187",23,19,"Penobscot","Maine",153923,44.953036,-68.79423
"1188",23,21,"Piscataquis","Maine",17535,45.242097,-69.263375
"1189",23,23,"Sagadahoc","Maine",35293,43.956202,-69.869704
"1190",23,25,"Somerset","Maine",52228,44.821921,-69.685757
"1191",23,27,"Waldo","Maine",38786,44.491137,-69.086553
"1192",23,29,"Washington","Maine",32856,44.863591,-67.464919
"1193",23,31,"York","Maine",197131,43.424108,-70.640561
"1194",24,1,"Allegany","Maryland",75087,39.629197,-78.822261
"1195",24,3,"Anne Arundel","Maryland",537656,39.067301,-76.598917
"1196",24,5,"Baltimore","Maryland",805029,39.369252,-76.620366
"1197",24,9,"Calvert","Maryland",88737,38.548518,-76.542042
"1198",24,11,"Caroline","Maryland",33066,38.874331,-75.831491
"1199",24,13,"Carroll","Maryland",167134,39.527218,-76.9931
"1200",24,15,"Cecil","Maryland",101108,39.613824,-75.936585
"1201",24,17,"Charles","Maryland",146551,38.578559,-76.953006
"1202",24,19,"Dorchester","Maryland",32618,38.570623,-76.009758
"1203",24,21,"Frederick","Maryland",233385,39.432254,-77.400231
"1204",24,23,"Garrett","Maryland",30097,39.512187,-79.303138
"1205",24,25,"Harford","Maryland",244826,39.521376,-76.310879
"1206",24,27,"Howard","Maryland",287085,39.219271,-76.856729
"1207",24,29,"Kent","Maryland",20197,39.24506,-76.058525
"1208",24,31,"Montgomery","Maryland",971777,39.086185,-77.122862
"1209",24,33,"Prince George's","Maryland",863420,38.908576,-76.889947
